trip_id,driver_id,rider_id,city,pickup_zone,drop_zone,request_time,pickup_time,drop_time,distance_km,fare,status,cancellation_reason
T4185,D136,R3202,Delhi,Dwarka,Connaught Place,2023-10-28 12:24:00,2023-10-28 12:39:00,2023-10-28 12:49:00,3.8,119,Completed,
T4186,D160,R3581,Mumbai,Andheri,Juhu,2023-10-22 20:50:00,2023-10-22 20:52:00,2023-10-22 21:54:00,19.7,353,Completed,
T4187,D318,R3191,Bangalore,Indiranagar,Koramangala,2023-10-28 18:17:00,2023-10-28 18:28:00,2023-10-28 18:53:00,8.8,246,Completed,
T4188,D125,R1036,Delhi,Rohini,Saket,2023-10-12 02:57:00,2023-10-12 03:04:00,2023-10-12 04:03:00,19.3,527,Completed,
T4189,D155,R2117,Delhi,Dwarka,Vasant Kunj,2023-10-07 22:39:00,2023-10-07 22:54:00,2023-10-08 00:14:00,23.1,475,Completed,
T4190,D257,R4233,Mumbai,Powai,Colaba,2023-10-17 23:18:00,2023-10-17 23:33:00,2023-10-17 23:48:00,5.9,179,Completed,
T4191,D109,R3655,Bangalore,Jayanagar,Koramangala,2023-10-14 15:29:00,2023-10-14 15:32:00,2023-10-14 16:29:00,21.4,378,Completed,
T4192,D245,R2514,Delhi,Connaught Place,Saket,2023-10-09 19:36:00,2023-10-09 19:48:00,2023-10-09 20:54:00,17.0,379,Completed,
T4193,D223,R3181,Bangalore,Indiranagar,Whitefield,2023-10-07 19:16:00,2023-10-07 19:24:00,2023-10-07 19:43:00,7.1,160,Completed,
T4194,D283,R4907,Mumbai,Bandra,Juhu,2023-10-23 18:17:00,2023-10-23 18:20:00,2023-10-23 18:48:00,9.9,218,Completed,
T4195,D118,R2047,Delhi,Connaught Place,Rohini,2023-10-27 12:20:00,2023-10-27 12:33:00,2023-10-27 12:56:00,6.6,183,Completed,
T4196,D229,R2406,Mumbai,Powai,Colaba,2023-10-03 19:18:00,,,0.0,0.0,Cancelled,Rider Cancelled
T4197,D222,R4603,Bangalore,HSR Layout,Koramangala,2023-10-24 12:06:00,2023-10-24 12:12:00,2023-10-24 12:22:00,3.2,114,Completed,
T4198,D270,R2142,Delhi,Connaught Place,Vasant Kunj,2023-10-23 00:03:00,2023-10-23 00:17:00,2023-10-23 00:45:00,7.9,187,Completed,
T4199,D336,R1192,Bangalore,HSR Layout,Indiranagar,2023-10-01 22:20:00,2023-10-01 22:25:00,2023-10-01 23:09:00,12.2,325,Completed,
T4200,D150,R1516,Mumbai,Colaba,Powai,2023-10-18 19:01:00,2023-10-18 19:04:00,2023-10-18 19:12:00,2.5,106,Completed,
T4201,D320,R1987,Bangalore,Koramangala,Jayanagar,2023-10-12 08:02:00,2023-10-12 08:08:00,2023-10-12 09:06:00,20.3,406,Completed,
T4202,D113,R2066,Delhi,Vasant Kunj,Connaught Place,2023-10-11 21:46:00,2023-10-11 21:59:00,2023-10-11 22:44:00,14.0,366,Completed,
T4203,D235,R1073,Bangalore,Koramangala,Whitefield,2023-10-28 22:23:00,2023-10-28 22:34:00,2023-10-28 22:40:00,2.7,109,Completed,
T4204,D226,R1595,Bangalore,Indiranagar,Whitefield,2023-10-13 05:57:00,2023-10-13 05:59:00,2023-10-13 06:09:00,2.9,101,Completed,
T4205,D183,R4978,Mumbai,Colaba,Powai,2023-10-01 12:22:00,2023-10-01 12:30:00,2023-10-01 13:35:00,24.8,561,Completed,
T4206,D105,R2301,Bangalore,Jayanagar,Koramangala,2023-10-16 01:54:00,2023-10-16 01:56:00,2023-10-16 03:00:00,19.6,405,Completed,
T4207,D299,R1848,Delhi,Saket,Rohini,2023-10-25 15:21:00,2023-10-25 15:35:00,2023-10-25 16:32:00,17.9,382,Completed,
T4208,D239,R1848,Bangalore,Jayanagar,Indiranagar,2023-10-10 18:02:00,2023-10-10 18:09:00,2023-10-10 19:29:00,22.9,573,Completed,
T4209,D113,R1483,Delhi,Connaught Place,Saket,2023-10-05 05:09:00,2023-10-05 05:21:00,2023-10-05 06:33:00,24.7,563,Completed,
T4210,D303,R4730,Mumbai,Andheri,Colaba,2023-10-07 10:46:00,2023-10-07 10:49:00,2023-10-07 11:21:00,9.4,211,Completed,
T4211,D334,R2662,Bangalore,Jayanagar,HSR Layout,2023-10-17 04:33:00,2023-10-17 04:41:00,2023-10-17 04:56:00,4.2,115,Completed,
T4212,D236,R4757,Delhi,Dwarka,Saket,2023-10-13 02:33:00,2023-10-13 02:44:00,2023-10-13 03:05:00,6.4,195,Completed,
T4213,D215,R2062,Mumbai,Juhu,Bandra,2023-10-24 00:18:00,2023-10-24 00:24:00,2023-10-24 00:30:00,2.5,97,Completed,
T4214,D154,R2101,Mumbai,Juhu,Powai,2023-10-03 22:01:00,2023-10-03 22:13:00,2023-10-03 23:08:00,15.7,382,Completed,
T4215,D319,R2651,Bangalore,HSR Layout,Whitefield,2023-10-30 11:41:00,2023-10-30 11:52:00,2023-10-30 12:54:00,21.0,503,Completed,
T4216,D185,R4536,Delhi,Rohini,Saket,2023-10-26 08:06:00,2023-10-26 08:20:00,2023-10-26 08:32:00,4.7,140,Completed,
T4217,D309,R2437,Mumbai,Andheri,Bandra,2023-10-20 00:49:00,2023-10-20 00:53:00,2023-10-20 01:05:00,3.9,144,Completed,
T4218,D320,R1373,Bangalore,Jayanagar,Whitefield,2023-10-17 10:31:00,2023-10-17 10:39:00,2023-10-17 11:52:00,20.4,361,Completed,
T4219,D114,R4462,Bangalore,Jayanagar,HSR Layout,2023-10-24 15:42:00,2023-10-24 15:49:00,2023-10-24 16:22:00,10.0,202,Completed,
T4220,D188,R1219,Mumbai,Juhu,Bandra,2023-10-13 07:52:00,2023-10-13 08:06:00,2023-10-13 08:26:00,5.2,155,Completed,
T4221,D121,R3537,Mumbai,Andheri,Powai,2023-10-24 14:26:00,2023-10-24 14:35:00,2023-10-24 15:22:00,14.2,373,Completed,
T4222,D340,R2512,Delhi,Connaught Place,Dwarka,2023-10-21 03:16:00,,,0.0,0.0,Cancelled,Rider Cancelled
T4223,D338,R3592,Mumbai,Powai,Bandra,2023-10-25 15:35:00,2023-10-25 15:46:00,2023-10-25 16:34:00,13.3,264,Completed,
T4224,D159,R1965,Delhi,Rohini,Dwarka,2023-10-02 04:01:00,2023-10-02 04:13:00,2023-10-02 05:00:00,13.3,346,Completed,
T4225,D138,R1567,Mumbai,Juhu,Bandra,2023-10-24 23:59:00,2023-10-25 00:02:00,2023-10-25 01:18:00,22.5,559,Completed,
T4226,D170,R3357,Bangalore,Jayanagar,Koramangala,2023-10-09 05:19:00,2023-10-09 05:28:00,2023-10-09 05:45:00,5.0,175,Completed,
T4227,D337,R1680,Mumbai,Colaba,Powai,2023-10-20 05:55:00,2023-10-20 06:03:00,2023-10-20 07:31:00,23.6,637,Completed,
T4228,D273,R2474,Mumbai,Powai,Bandra,2023-10-28 18:33:00,,,0.0,0.0,Cancelled,Rider Cancelled
T4229,D204,R3269,Bangalore,Jayanagar,Indiranagar,2023-10-12 11:39:00,,,0.0,0.0,Cancelled,Driver Cancelled
T4230,D149,R3153,Bangalore,Koramangala,HSR Layout,2023-10-07 01:29:00,,,0.0,0.0,Cancelled,Driver Cancelled
T4231,D157,R3873,Mumbai,Colaba,Andheri,2023-10-04 02:36:00,2023-10-04 02:51:00,2023-10-04 03:26:00,9.4,233,Completed,
T4232,D306,R3196,Mumbai,Colaba,Bandra,2023-10-01 09:15:00,2023-10-01 09:21:00,2023-10-01 09:45:00,7.2,210,Completed,
T4233,D105,R3558,Bangalore,Whitefield,Jayanagar,2023-10-11 11:47:00,2023-10-11 11:55:00,2023-10-11 12:45:00,19.5,368,Completed,
T4234,D262,R4708,Bangalore,HSR Layout,Jayanagar,2023-10-18 23:44:00,2023-10-18 23:53:00,2023-10-19 00:06:00,5.2,154,Completed,
T4235,D119,R1763,Delhi,Saket,Rohini,2023-10-22 07:00:00,2023-10-22 07:04:00,2023-10-22 07:12:00,2.4,96,Completed,
T4236,D279,R4550,Mumbai,Powai,Andheri,2023-10-05 07:30:00,2023-10-05 07:42:00,2023-10-05 08:15:00,11.9,238,Completed,
T4237,D284,R3080,Mumbai,Andheri,Juhu,2023-10-24 10:30:00,,,0.0,0.0,Cancelled,Payment Issue
T4238,D227,R3348,Mumbai,Powai,Juhu,2023-10-22 16:41:00,2023-10-22 16:47:00,2023-10-22 17:07:00,5.4,133,Completed,
T4239,D207,R3985,Bangalore,HSR Layout,Indiranagar,2023-10-12 00:38:00,2023-10-12 00:51:00,2023-10-12 01:09:00,7.0,209,Completed,
T4240,D191,R1609,Bangalore,Koramangala,Jayanagar,2023-10-19 06:03:00,2023-10-19 06:16:00,2023-10-19 06:24:00,2.4,103,Completed,
T4241,D143,R4432,Bangalore,Koramangala,Whitefield,2023-10-03 19:36:00,2023-10-03 19:45:00,2023-10-03 20:48:00,17.9,412,Completed,
T4242,D262,R3028,Bangalore,Jayanagar,Indiranagar,2023-10-18 19:59:00,,,0.0,0.0,Cancelled,Driver Cancelled
T4243,D109,R1565,Bangalore,Koramangala,HSR Layout,2023-10-03 20:09:00,,,0.0,0.0,Cancelled,Driver Cancelled
T4244,D303,R3764,Mumbai,Andheri,Colaba,2023-10-22 00:13:00,2023-10-22 00:20:00,2023-10-22 00:30:00,3.8,138,Completed,
T4245,D179,R2907,Delhi,Rohini,Dwarka,2023-10-26 00:10:00,2023-10-26 00:22:00,2023-10-26 01:37:00,19.9,534,Completed,
T4246,D151,R1325,Delhi,Rohini,Dwarka,2023-10-07 22:28:00,2023-10-07 22:31:00,2023-10-07 22:45:00,3.9,109,Completed,
T4247,D271,R1065,Bangalore,Whitefield,Jayanagar,2023-10-05 06:01:00,2023-10-05 06:12:00,2023-10-05 06:44:00,8.9,268,Completed,
T4248,D249,R4335,Delhi,Vasant Kunj,Connaught Place,2023-10-01 02:55:00,,,0.0,0.0,Cancelled,Driver Not Found
T4249,D118,R3199,Delhi,Vasant Kunj,Connaught Place,2023-10-18 02:29:00,2023-10-18 02:40:00,2023-10-18 03:17:00,9.7,280,Completed,
T4250,D116,R3022,Mumbai,Colaba,Juhu,2023-10-05 08:33:00,,,0.0,0.0,Cancelled,Driver Not Found
T4251,D326,R1470,Delhi,Rohini,Connaught Place,2023-10-05 11:27:00,2023-10-05 11:37:00,2023-10-05 11:53:00,5.9,179,Completed,
T4252,D216,R1193,Mumbai,Bandra,Juhu,2023-10-09 07:39:00,2023-10-09 07:47:00,2023-10-09 08:19:00,8.3,242,Completed,
T4253,D291,R1775,Delhi,Dwarka,Rohini,2023-10-08 07:33:00,2023-10-08 07:41:00,2023-10-08 07:58:00,5.2,130,Completed,
T4254,D161,R2777,Bangalore,Jayanagar,Whitefield,2023-10-26 15:15:00,2023-10-26 15:18:00,2023-10-26 15:43:00,6.5,168,Completed,
T4255,D192,R2414,Bangalore,Koramangala,Whitefield,2023-10-19 21:00:00,2023-10-19 21:09:00,2023-10-19 21:59:00,13.2,292,Completed,
T4256,D101,R2129,Mumbai,Andheri,Powai,2023-10-29 19:28:00,2023-10-29 19:42:00,2023-10-29 19:59:00,6.2,145,Completed,
T4257,D154,R4393,Mumbai,Bandra,Andheri,2023-10-08 03:22:00,2023-10-08 03:33:00,2023-10-08 03:48:00,4.2,145,Completed,
T4258,D255,R2375,Mumbai,Colaba,Andheri,2023-10-12 22:59:00,2023-10-12 23:04:00,2023-10-12 23:35:00,8.6,263,Completed,
T4259,D159,R3248,Delhi,Connaught Place,Vasant Kunj,2023-10-12 18:18:00,2023-10-12 18:28:00,2023-10-12 18:57:00,10.2,235,Completed,
T4260,D209,R2937,Bangalore,HSR Layout,Koramangala,2023-10-27 21:50:00,2023-10-27 21:54:00,2023-10-27 22:25:00,11.2,245,Completed,
T4261,D105,R3370,Bangalore,Whitefield,HSR Layout,2023-10-02 04:57:00,2023-10-02 05:09:00,2023-10-02 05:28:00,5.5,174,Completed,
T4262,D156,R1190,Delhi,Vasant Kunj,Dwarka,2023-10-19 05:11:00,2023-10-19 05:14:00,2023-10-19 06:15:00,17.4,350,Completed,
T4263,D188,R1700,Mumbai,Colaba,Powai,2023-10-12 04:00:00,2023-10-12 04:12:00,2023-10-12 04:49:00,14.2,350,Completed,
T4264,D194,R1436,Mumbai,Juhu,Bandra,2023-10-20 03:37:00,2023-10-20 03:50:00,2023-10-20 04:02:00,3.4,135,Completed,
T4265,D169,R1123,Bangalore,Jayanagar,HSR Layout,2023-10-06 02:43:00,2023-10-06 02:49:00,2023-10-06 03:03:00,4.6,132,Completed,
T4266,D302,R1571,Bangalore,Indiranagar,Koramangala,2023-10-08 17:32:00,2023-10-08 17:38:00,2023-10-08 18:30:00,13.7,275,Completed,
T4267,D209,R2092,Bangalore,Jayanagar,Indiranagar,2023-10-19 01:06:00,2023-10-19 01:13:00,2023-10-19 01:59:00,15.9,406,Completed,
T4268,D251,R1144,Bangalore,Whitefield,Jayanagar,2023-10-05 21:02:00,,,0.0,0.0,Cancelled,Rider Cancelled
T4269,D171,R2602,Delhi,Saket,Connaught Place,2023-10-20 20:37:00,2023-10-20 20:52:00,2023-10-20 21:16:00,7.8,176,Completed,
T4270,D101,R4868,Mumbai,Juhu,Bandra,2023-10-20 23:48:00,2023-10-20 23:53:00,2023-10-21 00:30:00,12.5,303,Completed,
T4271,D207,R3975,Bangalore,Indiranagar,HSR Layout,2023-10-07 03:12:00,2023-10-07 03:16:00,2023-10-07 03:48:00,12.2,307,Completed,
T4272,D234,R3043,Mumbai,Bandra,Colaba,2023-10-19 04:08:00,2023-10-19 04:23:00,2023-10-19 05:54:00,24.9,554,Completed,
T4273,D140,R4463,Bangalore,Indiranagar,Koramangala,2023-10-13 05:46:00,2023-10-13 05:58:00,2023-10-13 07:15:00,22.1,436,Completed,
T4274,D321,R1926,Mumbai,Colaba,Powai,2023-10-27 00:53:00,2023-10-27 00:55:00,2023-10-27 02:16:00,21.0,548,Completed,
T4275,D103,R1938,Delhi,Vasant Kunj,Dwarka,2023-10-17 20:33:00,2023-10-17 20:37:00,2023-10-17 21:42:00,17.6,339,Completed,
T4276,D135,R1338,Mumbai,Bandra,Colaba,2023-10-02 05:36:00,2023-10-02 05:39:00,2023-10-02 05:54:00,5.0,132,Completed,
T4277,D257,R3762,Mumbai,Powai,Juhu,2023-10-14 18:35:00,2023-10-14 18:46:00,2023-10-14 19:48:00,23.8,565,Completed,
T4278,D132,R2114,Mumbai,Powai,Colaba,2023-10-01 09:52:00,2023-10-01 10:03:00,2023-10-01 11:20:00,23.5,473,Completed,
T4279,D217,R1633,Delhi,Saket,Dwarka,2023-10-19 21:15:00,2023-10-19 21:24:00,2023-10-19 22:48:00,22.2,436,Completed,
T4280,D258,R4512,Mumbai,Colaba,Powai,2023-10-06 17:49:00,2023-10-06 17:57:00,2023-10-06 18:46:00,15.6,336,Completed,
T4281,D180,R3703,Bangalore,Indiranagar,Jayanagar,2023-10-19 12:47:00,2023-10-19 12:54:00,2023-10-19 13:47:00,15.5,363,Completed,
T4282,D245,R1525,Delhi,Dwarka,Rohini,2023-10-21 10:24:00,2023-10-21 10:28:00,2023-10-21 10:50:00,7.6,213,Completed,
T4283,D144,R3769,Mumbai,Powai,Colaba,2023-10-19 10:42:00,2023-10-19 10:56:00,2023-10-19 11:17:00,6.2,156,Completed,
T4284,D157,R3432,Mumbai,Colaba,Juhu,2023-10-13 15:56:00,2023-10-13 16:08:00,2023-10-13 16:59:00,16.4,408,Completed,
T4285,D155,R2023,Delhi,Saket,Dwarka,2023-10-06 14:54:00,2023-10-06 15:02:00,2023-10-06 15:22:00,7.4,206,Completed,
T4286,D157,R2081,Mumbai,Andheri,Colaba,2023-10-21 04:10:00,2023-10-21 04:25:00,2023-10-21 04:47:00,6.2,151,Completed,
T4287,D161,R1444,Bangalore,Indiranagar,Koramangala,2023-10-23 17:44:00,2023-10-23 17:52:00,2023-10-23 18:03:00,3.8,114,Completed,
T4288,D165,R1951,Delhi,Vasant Kunj,Dwarka,2023-10-08 08:40:00,2023-10-08 08:54:00,2023-10-08 10:14:00,24.2,462,Completed,
T4289,D152,R2434,Bangalore,Koramangala,Indiranagar,2023-10-30 18:00:00,2023-10-30 18:06:00,2023-10-30 18:43:00,14.6,312,Completed,
T4290,D325,R2877,Bangalore,Koramangala,Indiranagar,2023-10-16 22:08:00,2023-10-16 22:10:00,2023-10-16 22:57:00,14.9,368,Completed,
T4291,D142,R1971,Mumbai,Bandra,Powai,2023-10-16 14:56:00,2023-10-16 15:07:00,2023-10-16 15:44:00,10.9,229,Completed,
T4292,D292,R3022,Bangalore,Whitefield,Koramangala,2023-10-29 23:23:00,2023-10-29 23:38:00,2023-10-30 00:51:00,20.3,436,Completed,
T4293,D288,R4840,Mumbai,Andheri,Juhu,2023-10-25 04:49:00,,,0.0,0.0,Cancelled,Driver Cancelled
T4294,D117,R4965,Delhi,Rohini,Dwarka,2023-10-13 19:17:00,2023-10-13 19:24:00,2023-10-13 20:27:00,16.7,453,Completed,
T4295,D334,R3512,Bangalore,Whitefield,Indiranagar,2023-10-26 05:38:00,2023-10-26 05:43:00,2023-10-26 05:55:00,4.4,117,Completed,
T4296,D232,R3217,Bangalore,Indiranagar,Jayanagar,2023-10-27 20:33:00,,,0.0,0.0,Cancelled,Driver Cancelled
T4297,D246,R2446,Delhi,Dwarka,Vasant Kunj,2023-10-07 10:06:00,2023-10-07 10:21:00,2023-10-07 11:34:00,24.1,459,Completed,
T4298,D202,R3748,Delhi,Connaught Place,Rohini,2023-10-25 10:07:00,2023-10-25 10:09:00,2023-10-25 11:23:00,21.7,570,Completed,
T4299,D308,R3479,Mumbai,Bandra,Juhu,2023-10-26 14:23:00,2023-10-26 14:35:00,2023-10-26 15:44:00,21.2,500,Completed,
T4300,D318,R1146,Bangalore,Jayanagar,HSR Layout,2023-10-15 18:48:00,2023-10-15 18:55:00,2023-10-15 19:12:00,5.9,160,Completed,
T4301,D190,R2004,Bangalore,HSR Layout,Jayanagar,2023-10-11 00:32:00,,,0.0,0.0,Cancelled,Driver Cancelled
T4302,D111,R4903,Mumbai,Colaba,Powai,2023-10-26 23:24:00,2023-10-26 23:36:00,2023-10-26 23:56:00,8.0,243,Completed,
T4303,D281,R3198,Delhi,Vasant Kunj,Connaught Place,2023-10-24 16:13:00,2023-10-24 16:18:00,2023-10-24 17:14:00,14.3,394,Completed,
T4304,D183,R2642,Mumbai,Juhu,Colaba,2023-10-29 11:15:00,2023-10-29 11:29:00,2023-10-29 12:27:00,17.6,394,Completed,
T4305,D262,R3515,Bangalore,Jayanagar,Whitefield,2023-10-04 19:19:00,2023-10-04 19:23:00,2023-10-04 19:43:00,7.7,210,Completed,
T4306,D117,R3091,Delhi,Vasant Kunj,Dwarka,2023-10-16 12:02:00,2023-10-16 12:08:00,2023-10-16 13:26:00,20.3,429,Completed,
T4307,D213,R3105,Bangalore,Koramangala,HSR Layout,2023-10-03 04:05:00,2023-10-03 04:12:00,2023-10-03 04:42:00,8.1,217,Completed,
T4308,D121,R3108,Mumbai,Andheri,Powai,2023-10-17 17:52:00,,,0.0,0.0,Cancelled,Other
T4309,D135,R2998,Mumbai,Colaba,Bandra,2023-10-06 02:16:00,2023-10-06 02:28:00,2023-10-06 03:08:00,14.5,300,Completed,
T4310,D315,R2811,Mumbai,Powai,Juhu,2023-10-04 09:49:00,2023-10-04 10:01:00,2023-10-04 10:42:00,14.2,359,Completed,
T4311,D263,R1972,Bangalore,Whitefield,HSR Layout,2023-10-11 02:03:00,,,0.0,0.0,Cancelled,Rider Cancelled
T4312,D197,R2071,Mumbai,Andheri,Bandra,2023-10-11 07:13:00,2023-10-11 07:23:00,2023-10-11 08:19:00,20.2,373,Completed,
T4313,D194,R3311,Mumbai,Bandra,Colaba,2023-10-27 16:08:00,2023-10-27 16:16:00,2023-10-27 16:43:00,8.5,245,Completed,
T4314,D233,R2316,Delhi,Dwarka,Saket,2023-10-14 23:32:00,2023-10-14 23:44:00,2023-10-15 00:56:00,20.9,437,Completed,
T4315,D343,R2991,Bangalore,Koramangala,Jayanagar,2023-10-07 11:39:00,2023-10-07 11:49:00,2023-10-07 12:44:00,21.9,395,Completed,
T4316,D346,R2259,Mumbai,Bandra,Colaba,2023-10-20 10:25:00,2023-10-20 10:28:00,2023-10-20 10:46:00,4.7,146,Completed,
T4317,D162,R2895,Delhi,Connaught Place,Rohini,2023-10-08 14:01:00,2023-10-08 14:12:00,2023-10-08 14:41:00,7.4,176,Completed,
T4318,D127,R2124,Delhi,Connaught Place,Saket,2023-10-09 05:53:00,2023-10-09 05:57:00,2023-10-09 06:40:00,12.2,235,Completed,
T4319,D169,R4843,Bangalore,Koramangala,Whitefield,2023-10-07 12:48:00,2023-10-07 12:59:00,2023-10-07 13:05:00,2.2,95,Completed,
T4320,D277,R4323,Mumbai,Bandra,Colaba,2023-10-14 22:13:00,2023-10-14 22:26:00,2023-10-14 23:41:00,23.8,476,Completed,
T4321,D121,R1894,Mumbai,Andheri,Powai,2023-10-17 12:43:00,2023-10-17 12:52:00,2023-10-17 13:06:00,3.6,122,Completed,
T4322,D235,R4230,Bangalore,Jayanagar,Indiranagar,2023-10-27 12:54:00,2023-10-27 13:03:00,2023-10-27 13:53:00,19.3,506,Completed,
T4323,D345,R1154,Delhi,Saket,Connaught Place,2023-10-27 08:21:00,2023-10-27 08:23:00,2023-10-27 09:19:00,20.7,465,Completed,
T4324,D170,R4880,Bangalore,HSR Layout,Indiranagar,2023-10-01 07:13:00,2023-10-01 07:25:00,2023-10-01 08:14:00,14.8,295,Completed,
T4325,D256,R3172,Delhi,Vasant Kunj,Rohini,2023-10-16 07:02:00,2023-10-16 07:06:00,2023-10-16 07:11:00,2.3,92,Completed,
T4326,D219,R4595,Bangalore,Indiranagar,Koramangala,2023-10-07 10:42:00,,,0.0,0.0,Cancelled,Driver Not Found
T4327,D284,R4163,Mumbai,Powai,Juhu,2023-10-17 19:17:00,2023-10-17 19:26:00,2023-10-17 19:34:00,2.4,109,Completed,
T4328,D163,R2780,Mumbai,Powai,Andheri,2023-10-16 19:21:00,,,0.0,0.0,Cancelled,Rider Cancelled
T4329,D145,R2376,Bangalore,Whitefield,Jayanagar,2023-10-04 06:29:00,2023-10-04 06:39:00,2023-10-04 07:26:00,17.0,340,Completed,
T4330,D175,R3900,Mumbai,Colaba,Juhu,2023-10-20 15:43:00,,,0.0,0.0,Cancelled,Driver Cancelled
T4331,D201,R2392,Delhi,Saket,Dwarka,2023-10-06 10:29:00,2023-10-06 10:32:00,2023-10-06 10:54:00,6.6,209,Completed,
T4332,D215,R4235,Mumbai,Colaba,Bandra,2023-10-02 16:42:00,2023-10-02 16:54:00,2023-10-02 17:09:00,4.8,151,Completed,
T4333,D117,R1879,Delhi,Connaught Place,Saket,2023-10-29 09:13:00,,,0.0,0.0,Cancelled,Driver Cancelled
T4334,D216,R2889,Mumbai,Colaba,Juhu,2023-10-21 23:43:00,2023-10-21 23:55:00,2023-10-22 00:49:00,18.6,485,Completed,
T4335,D237,R1590,Bangalore,Koramangala,Indiranagar,2023-10-14 07:38:00,2023-10-14 07:40:00,2023-10-14 08:35:00,15.0,315,Completed,
T4336,D111,R4989,Mumbai,Andheri,Bandra,2023-10-13 04:07:00,2023-10-13 04:12:00,2023-10-13 04:26:00,3.7,110,Completed,
T4337,D274,R1822,Mumbai,Bandra,Juhu,2023-10-06 23:34:00,2023-10-06 23:47:00,2023-10-07 00:06:00,6.5,168,Completed,
T4338,D137,R2438,Mumbai,Bandra,Powai,2023-10-16 02:46:00,2023-10-16 02:50:00,2023-10-16 03:04:00,4.0,128,Completed,
T4339,D119,R2347,Delhi,Vasant Kunj,Rohini,2023-10-30 03:49:00,2023-10-30 04:03:00,2023-10-30 04:49:00,16.7,305,Completed,
T4340,D217,R1184,Delhi,Dwarka,Vasant Kunj,2023-10-07 09:08:00,2023-10-07 09:23:00,2023-10-07 10:02:00,10.7,234,Completed,
T4341,D273,R4517,Mumbai,Colaba,Bandra,2023-10-05 02:43:00,2023-10-05 02:53:00,2023-10-05 04:01:00,23.5,542,Completed,
T4342,D244,R3793,Mumbai,Juhu,Bandra,2023-10-16 07:39:00,2023-10-16 07:45:00,2023-10-16 08:12:00,7.8,227,Completed,
T4343,D306,R3600,Mumbai,Bandra,Andheri,2023-10-21 05:10:00,2023-10-21 05:15:00,2023-10-21 06:20:00,18.4,367,Completed,
T4344,D125,R3606,Delhi,Rohini,Saket,2023-10-25 03:53:00,2023-10-25 03:57:00,2023-10-25 04:29:00,12.4,253,Completed,
T4345,D159,R4921,Delhi,Vasant Kunj,Rohini,2023-10-30 12:13:00,2023-10-30 12:17:00,2023-10-30 13:37:00,20.6,563,Completed,
T4346,D119,R1587,Delhi,Vasant Kunj,Dwarka,2023-10-12 18:12:00,2023-10-12 18:15:00,2023-10-12 18:55:00,10.6,287,Completed,
T4347,D132,R4339,Mumbai,Juhu,Andheri,2023-10-14 20:09:00,2023-10-14 20:13:00,2023-10-14 21:26:00,18.3,461,Completed,
T4348,D294,R4624,Delhi,Saket,Vasant Kunj,2023-10-05 17:58:00,2023-10-05 18:00:00,2023-10-05 18:58:00,17.0,421,Completed,
T4349,D311,R4124,Mumbai,Juhu,Colaba,2023-10-04 13:21:00,2023-10-04 13:27:00,2023-10-04 13:50:00,9.2,234,Completed,
T4350,D268,R3291,Delhi,Dwarka,Saket,2023-10-26 19:46:00,2023-10-26 19:49:00,2023-10-26 20:52:00,23.5,507,Completed,
T4351,D119,R3189,Delhi,Rohini,Connaught Place,2023-10-24 18:59:00,2023-10-24 19:07:00,2023-10-24 19:57:00,17.5,381,Completed,
T4352,D242,R4089,Delhi,Rohini,Vasant Kunj,2023-10-06 21:06:00,2023-10-06 21:15:00,2023-10-06 21:52:00,13.6,267,Completed,
T4353,D175,R2692,Mumbai,Juhu,Colaba,2023-10-08 12:19:00,2023-10-08 12:28:00,2023-10-08 12:35:00,2.1,82,Completed,
T4354,D153,R1605,Mumbai,Juhu,Powai,2023-10-30 15:22:00,2023-10-30 15:29:00,2023-10-30 16:05:00,9.3,237,Completed,
T4355,D260,R4536,Bangalore,Whitefield,Jayanagar,2023-10-20 11:22:00,2023-10-20 11:34:00,2023-10-20 11:56:00,6.2,147,Completed,
T4356,D108,R2874,Delhi,Rohini,Connaught Place,2023-10-25 20:37:00,2023-10-25 20:49:00,2023-10-25 21:47:00,21.5,521,Completed,
T4357,D332,R4675,Delhi,Dwarka,Rohini,2023-10-09 08:17:00,2023-10-09 08:25:00,2023-10-09 09:19:00,15.7,397,Completed,
T4358,D226,R2793,Bangalore,Koramangala,HSR Layout,2023-10-08 04:38:00,2023-10-08 04:53:00,2023-10-08 05:45:00,16.0,337,Completed,
T4359,D301,R4463,Bangalore,Koramangala,Indiranagar,2023-10-14 02:21:00,2023-10-14 02:23:00,2023-10-14 02:51:00,7.9,196,Completed,
T4360,D194,R2938,Mumbai,Juhu,Andheri,2023-10-13 01:34:00,2023-10-13 01:39:00,2023-10-13 02:44:00,16.7,301,Completed,
T4361,D184,R1210,Bangalore,Jayanagar,Whitefield,2023-10-26 03:34:00,2023-10-26 03:37:00,2023-10-26 04:28:00,19.5,526,Completed,
T4362,D300,R2531,Delhi,Dwarka,Saket,2023-10-17 09:02:00,2023-10-17 09:14:00,2023-10-17 10:21:00,19.3,430,Completed,
T4363,D211,R4566,Mumbai,Andheri,Powai,2023-10-20 10:59:00,2023-10-20 11:06:00,2023-10-20 12:16:00,20.1,378,Completed,
T4364,D181,R4331,Bangalore,Whitefield,Koramangala,2023-10-25 05:33:00,2023-10-25 05:48:00,2023-10-25 06:26:00,10.5,208,Completed,
T4365,D191,R4712,Bangalore,Jayanagar,Whitefield,2023-10-15 19:18:00,2023-10-15 19:25:00,2023-10-15 20:35:00,24.0,505,Completed,
